Date,SP500,SPINFO,NASCOMP,NAS100,DJIA,RUS2000,SPINFO/SP500,SPINFO/DJIA,SPINFO/RUS2000,NAS100/NASCOMP,NAS100/SP500,NAS100/DJIA,NAS100/RUS2000
1995-02-03,104.25606263604988,103.95799347094434,103.83011643860635,104.55779262523555,102.34884414060079,101.43180440360841,0.9971409896214278,1.0157222032535413,1.024905295554873,1.0070083344947365,1.0028941241550526,1.0215825445141349,1.0308186198599847
1995-02-06,104.79842085769613,104.7556519102449,104.74326335908408,105.76130469240735,102.58565891980709,102.10321826270383,0.9995918932069663,1.0211529858392208,1.025977963208922,1.0097193967485354,1.009187961295893,1.0309560401135867,1.0358273371980453
1995-02-07,104.72653893389283,104.50322416034088,104.75940084455029,105.67085611161275,102.57679895720848,102.31758437155409,0.9978676391311575,1.0187803209177548,1.0213613310186243,1.0087004627719756,1.0090169806749367,1.0301633233426888,1.0327731714998436
1995-02-08,104.80930883542776,105.57349409248037,105.40493309633283,106.94974966384659,102.52417981106463,102.64924269836658,1.0072911964170335,1.0297423913757235,1.0284878029028102,1.0146560177226422,1.020422239705633,1.0431661083359804,1.0418951650536477
1995-02-09,104.5914961038588,106.67407045389695,105.62951994264051,107.14321424014604,102.45409515358136,102.84743291122741,1.0199115074132812,1.0411889372893268,1.0372069329719924,1.0143302203619546,1.0243969943192455,1.0457680005814853,1.0417684837367454
1995-02-10,104.86811587998923,107.05774645890867,106.30059637284157,108.23366558132459,102.62057086144661,103.3085230925573,1.0208798504726189,1.043238656345548,1.0362915203326672,1.0181849328643737,1.0320931645724127,1.0546975589081111,1.0476741157586262
1995-02-13,104.9095008307567,107.05774645890867,106.16476569659802,107.73115301851053,103.01499502557306,103.35301452109134,1.0204771313478804,1.0392443006217882,1.035845417329954,1.01475430489235,1.0268960596076595,1.0457812767138095,1.0423610140227282
1995-02-14,105.10553095974532,107.31016650509402,106.32614875954367,107.99246169813914,103.12024603855363,103.23572230312914,1.02097544748804,1.0406314048647043,1.039467386976779,1.015671713478157,1.027466972594425,1.0472479056902553,1.0460764867905208
1995-02-15,105.53898281560711,107.50201221131854,106.99991750675028,108.66582669205403,103.84761525806405,104.13767816706422,1.018600040888599,1.03518999395579,1.03230659741479,1.015569256725816,1.0296273831055391,1.04639693864916,1.04348232651899
1995-02-16,105.68709387776589,109.42043845868928,106.68791244059767,108.25627772652324,103.88278797390782,103.5147981675876,1.0353245078840114,1.053306718011576,1.0570511694525127,1.0147004965234352,1.0243093433123327,1.0421002346771238,1.045804847643709
1995-02-17,104.97920250016683,106.6639708787108,105.83527698647643,106.94974966384659,102.99754223492653,103.02135619427885,1.016048591896488,1.0355972440140517,1.0353578599524809,1.010530257104279,1.0187708338104076,1.0383718615334092,1.0381318361035698
1995-02-21,105.14256204884356,106.5730978131916,105.51924165309904,106.73869530759265,103.26926259542586,102.6775582309112,1.0136056772487956,1.0319924354520575,1.0379395424803513,1.01155669464061,1.0151806578387126,1.033595986114076,1.0395523339924813
1995-02-22,105.65442329745396,107.37074854877346,105.96438507848967,107.84170639574828,103.5058166004279,102.70991619454055,1.0162447079616104,1.0373402391796558,1.0453786014721784,1.0177165310388772,1.020702238770793,1.0418903008326437,1.0499639216089682
1995-02-23,106.05519792588677,106.69426190055053,106.42431983084369,108.29899466816504,104.29467128902725,103.11842391351642,1.0060257675923658,1.0230077968688678,1.0346770038885884,1.0176150981307754,1.0211568766657366,1.0383943237909135,1.0502390412696132
1995-02-24,106.31656921549929,106.45193372583266,106.3880145926865,107.64321945420461,104.5137661430363,103.32874759128194,1.001273221204674,1.0185446152628717,1.0302257233089143,1.0117983671969417,1.0124783018159311,1.0299429771470046,1.041754806513175
1995-02-27,105.37997712859965,105.69466588355797,105.50310416763284,106.72110552763819,103.91014382397003,102.6775582309112,1.0029862291066385,1.0171737040669584,1.0293842949192618,1.0115446969036104,1.0127265960344811,1.0270518507647346,1.0393810231407477
1995-02-28,106.159750430002,107.61308442721003,106.74439363972941,108.66834170854271,104.49579180398125,103.7736618766224,1.0136900660685548,1.0298317527377214,1.036998044408921,1.0180238793177914,1.0236303426522728,1.0399303152072243,1.0471668797593328
1995-03-01,105.78075175703245,107.80491472599722,106.49425440671962,107.98994668165045,104.07244714456698,103.56333202720636,1.0191354564544415,1.0358641281514738,1.0409564139716612,1.0140448166266185,1.0208846589565963,1.0376420430629605,1.0427430690746915
1995-03-02,105.66749152957875,108.35015311911242,106.73767105549908,108.46230971753297,103.68505116326286,103.60782962739093,1.0253877663858684,1.04499300432908,1.0457718640451836,1.0161577318015227,1.026449177012704,1.0460747089447622,1.0468543748826746
1995-03-03,105.73065908292651,110.43012634714928,107.42488497116636,109.71859112456815,103.93723889982797,103.90712999057403,1.0444475358896315,1.0624693085562815,1.0627771776312847,1.021351720823508,1.0377178396146556,1.055623492464641,1.0559293778446321
